"","X","periodo","nombre_region","toi","to","tp","td","Ocupados","Desocupados","FDT","PET","FFT","OI","sexo"
"689",689,"2022.AMJ","Antofagasta",23.65,58.69,63.07,6.94,330111,24635,354746,562471,207725,78077,"Hombre"
"690",690,"2022.MJJ","Antofagasta",22.96,58.24,62.81,7.26,327923,25685,353608,563018,209410,75303,"Hombre"
"691",691,"2022.JJA","Antofagasta",23.47,58.41,63.17,7.53,329184,26819,356004,563536,207532,77269,"Hombre"
"692",692,"2022.JAS","Antofagasta",22.54,58.08,63.42,8.42,327570,30125,357696,564016,206320,73831,"Hombre"
"693",693,"2022.ASO","Antofagasta",22.14,58.14,63.9,9.01,328207,32509,360716,564507,203791,72677,"Hombre"
"694",694,"2022.SON","Antofagasta",20.73,58.64,64.35,8.86,331330,32214,363544,564989,201445,68668,"Hombre"
"695",695,"2022.OND","Antofagasta",20.98,58.56,64.22,8.82,331119,32024,363143,565440,202297,69475,"Hombre"
"696",696,"2022.NDE","Antofagasta",21.14,58.46,63.84,8.42,330851,30426,361277,565931,204654,69953,"Hombre"
"697",697,"2023.DEF","Antofagasta",20.99,58.08,63.93,9.15,328961,33136,362097,566401,204304,69064,"Hombre"
"698",698,"2023.EFM","Antofagasta",20.58,58.75,64.92,9.5,333043,34976,368020,566885,198865,68528,"Hombre"
"699",699,"2023.FMA","Antofagasta",20.36,58.84,64.99,9.46,333827,34863,368690,567345,198655,67956,"Hombre"
"700",700,"2023.MAM","Antofagasta",20,59.67,65.4,8.76,338829,32520,371349,567830,196481,67758,"Hombre"
"701",701,"2023.AMJ","Antofagasta",21.18,60.34,65.3,7.6,342936,28199,371135,568316,197181,72623,"Hombre"
"702",702,"2023.MJJ","Antofagasta",20.83,61.27,65.69,6.72,348513,25124,373637,568790,195153,72604,"Hombre"
"703",703,"2023.JJA","Antofagasta",20.51,60.36,64.59,6.54,343639,24035,367674,569271,201597,70474,"Hombre"
"704",704,"2020.JJA","Atacama",17.93,48.35,55.46,12.82,118050,17357,135406,244150,108744,21170,"Hombre"
"705",705,"2020.JAS","Atacama",18.92,49.25,55.87,11.84,120341,16169,136510,244340,107830,22764,"Hombre"
"706",706,"2020.ASO","Atacama",21.48,49.25,55.72,11.62,120425,15839,136263,244533,108270,25862,"Hombre"
"707",707,"2020.SON","Atacama",24.34,50.29,56.95,11.69,123076,16292,139368,244737,105369,29961,"Hombre"
"708",708,"2020.OND","Atacama",26.47,51.76,57.85,10.52,126779,14905,141683,244925,103242,33561,"Hombre"
"709",709,"2020.NDE","Atacama",26.8,52.22,58.56,10.83,128003,15545,143548,245127,101579,34309,"Hombre"
"710",710,"2021.DEF","Atacama",26.33,51.51,57.53,10.46,126375,14768,141142,245320,104178,33269,"Hombre"
"711",711,"2021.EFM","Atacama",25.3,51.56,57.82,10.84,126579,15382,141961,245509,103548,32019,"Hombre"
"712",712,"2021.FMA","Atacama",24.86,52.14,58.65,11.1,128115,15994,144109,245707,101598,31850,"Hombre"
"713",713,"2021.MAM","Atacama",25.04,52.8,59.15,10.74,129832,15628,145459,245903,100444,32503,"Hombre"
"714",714,"2021.AMJ","Atacama",24.2,52.61,58.89,10.67,129464,15464,144928,246101,101173,31333,"Hombre"
"715",715,"2021.MJJ","Atacama",25.46,53.45,59,9.41,131645,13671,145316,246291,100975,33521,"Hombre"
"716",716,"2021.JJA","Atacama",25.8,53.38,59.14,9.74,131560,14202,145763,246473,100710,33947,"Hombre"
"717",717,"2021.JAS","Atacama",27.06,54.67,59.67,8.39,134829,12341,147171,246640,99469,36492,"Hombre"
"718",718,"2021.ASO","Atacama",26.17,55.06,59.93,8.12,135897,12006,147903,246806,98903,35571,"Hombre"
"719",719,"2021.SON","Atacama",27.76,56.54,60.53,6.59,139622,9851,149473,246957,97484,38758,"Hombre"
"720",720,"2021.OND","Atacama",26.88,56.88,61.33,7.27,140551,11012,151563,247113,95550,37781,"Hombre"
"721",721,"2021.NDE","Atacama",25.47,57.64,62.2,7.34,142517,11295,153812,247270,93458,36300,"Hombre"
"722",722,"2022.DEF","Atacama",24.51,57.03,62.07,8.12,141115,12474,153589,247450,93861,34583,"Hombre"
"723",723,"2022.EFM","Atacama",24.29,56.35,61.47,8.33,139527,12674,152201,247613,95412,33885,"Hombre"
"724",724,"2022.FMA","Atacama",24.86,55.95,60.89,8.11,138623,12243,150865,247777,96912,34458,"Hombre"
"725",725,"2022.MAM","Atacama",24.63,55.46,60.52,8.36,137506,12545,150051,247921,97870,33861,"Hombre"
"726",726,"2022.AMJ","Atacama",24.07,55.04,60.43,8.92,136553,13368,149922,248096,98174,32862,"Hombre"
"727",727,"2022.MJJ","Atacama",25.28,54.99,60.53,9.15,136503,13755,150258,248241,97983,34511,"Hombre"
"728",728,"2022.JJA","Atacama",25.86,56.02,61.39,8.74,139168,13334,152503,248405,95902,35990,"Hombre"
"729",729,"2022.JAS","Atacama",26.96,58.47,62.8,6.89,145328,10761,156089,248552,92463,39180,"Hombre"
"730",730,"2022.ASO","Atacama",27.74,59.02,63.18,6.59,146784,10353,157137,248697,91560,40722,"Hombre"
"731",731,"2022.SON","Atacama",28.32,59.1,63.42,6.82,147068,10770,157838,248861,91023,41646,"Hombre"
"732",732,"2022.OND","Atacama",27.25,59.7,64.6,7.59,148657,12203,160860,249016,88156,40502,"Hombre"
"733",733,"2022.NDE","Atacama",25.66,59.73,64.94,8.01,148850,12968,161818,249189,87371,38196,"Hombre"
"734",734,"2023.DEF","Atacama",26.39,60.15,65.54,8.22,149976,13439,163415,249344,85929,39574,"Hombre"
"735",735,"2023.EFM","Atacama",27.5,59.15,64.9,8.87,147566,14359,161925,249497,87572,40584,"Hombre"
"736",736,"2023.FMA","Atacama",28.04,59.36,65.84,9.84,148189,16177,164366,249660,85294,41557,"Hombre"
"737",737,"2023.MAM","Atacama",27.74,58.75,65.5,10.3,146765,16856,163621,249808,86187,40716,"Hombre"
"738",738,"2023.AMJ","Atacama",28.67,59.26,65.48,9.5,148134,15555,163689,249979,86290,42465,"Hombre"
"739",739,"2023.MJJ","Atacama",28.8,58.94,64.77,9,147428,14586,162014,250132,88118,42464,"Hombre"
"740",740,"2023.JJA","Atacama",27.63,59.22,64.61,8.34,148235,13491,161726,250317,88591,40959,"Hombre"
"741",741,"2020.JJA","Coquimbo",30.32,43.82,52.22,16.08,291745,55922,347667,665784,318117,88446,"Hombre"
"742",742,"2020.JAS","Coquimbo",30,43.73,50.97,14.21,291578,48295,339873,666754,326881,87466,"Hombre"
"743",743,"2020.ASO","Coquimbo",32.93,45.01,51.83,13.17,300525,45566,346092,667707,321615,98977,"Hombre"
"744",744,"2020.SON","Coquimbo",32.78,46.74,53.35,12.39,312524,44190,356714,668669,311955,102441,"Hombre"
"745",745,"2020.OND","Coquimbo",34.28,47.24,54.02,12.55,316330,45406,361736,669617,307881,108437,"Hombre"
"746",746,"2020.NDE","Coquimbo",32.47,48.85,55.65,12.22,327580,45608,373188,670563,297375,106369,"Hombre"
"747",747,"2021.DEF","Coquimbo",32,49.73,55.73,10.77,333932,40290,374222,671524,297302,106865,"Hombre"
"748",748,"2021.EFM","Coquimbo",30.29,49.54,54.76,9.53,333168,35088,368256,672502,304246,100919,"Hombre"
"749",749,"2021.FMA","Coquimbo",29.48,48.55,53.25,8.82,326984,31638,358622,673433,314811,96386,"Hombre"
"750",750,"2021.MAM","Coquimbo",29.88,47.08,52,9.47,317486,33219,350705,674408,323703,94852,"Hombre"
"751",751,"2021.AMJ","Coquimbo",29.7,46.84,51.81,9.6,316308,33580,349888,675359,325471,93950,"Hombre"
"752",752,"2021.MJJ","Coquimbo",29.69,47.27,52.49,9.94,319718,35273,354992,676314,321322,94911,"Hombre"
"753",753,"2021.JJA","Coquimbo",27.72,48.13,52.81,8.87,325917,31723,357641,677208,319567,90347,"Hombre"
"754",754,"2021.JAS","Coquimbo",28.7,49.15,54.16,9.25,333280,33964,367244,678058,310814,95652,"Hombre"
"755",755,"2021.ASO","Coquimbo",29.06,49.27,54.45,9.51,334488,35171,369659,678938,309279,97213,"Hombre"
"756",756,"2021.SON","Coquimbo",30.19,49.29,54.87,10.17,335067,37939,373006,679766,306760,101156,"Hombre"
"757",757,"2021.OND","Coquimbo",29.34,49.61,55.02,9.83,337679,36793,374472,680634,306162,99092,"Hombre"
"758",758,"2021.NDE","Coquimbo",29.89,50.08,54.98,8.9,341316,33345,374661,681490,306829,102035,"Hombre"
"759",759,"2022.DEF","Coquimbo",30.92,49.77,54.71,9.03,339614,33723,373337,682349,309012,104993,"Hombre"
"760",760,"2022.EFM","Coquimbo",31.65,49.53,54.26,8.73,338375,32357,370731,683214,312483,107087,"Hombre"
"761",761,"2022.FMA","Coquimbo",30.03,50.04,55.15,9.27,342283,34955,377239,684083,306844,102804,"Hombre"
"762",762,"2022.MAM","Coquimbo",29.92,50.93,56.32,9.56,348835,36881,385715,684920,299205,104366,"Hombre"
"763",763,"2022.AMJ","Coquimbo",30.73,51.61,56.87,9.26,353929,36116,390045,685798,295753,108774,"Hombre"
"764",764,"2022.MJJ","Coquimbo",31.18,52.17,56.89,8.29,358238,32380,390618,686648,296030,111696,"Hombre"
"765",765,"2022.JJA","Coquimbo",32.55,52.25,56.74,7.91,359233,30848,390081,687486,297405,116933,"Hombre"
"766",766,"2022.JAS","Coquimbo",32.38,52.13,56.63,7.94,358855,30937,389792,688362,298570,116209,"Hombre"
"767",767,"2022.ASO","Coquimbo",33.39,52.39,57.29,8.56,361105,33797,394902,689251,294349,120587,"Hombre"
"768",768,"2022.SON","Coquimbo",31.9,52.48,57.32,8.44,362210,33406,395616,690128,294512,115556,"Hombre"
"769",769,"2022.OND","Coquimbo",32.65,52.96,58.09,8.84,365935,35484,401419,691013,289594,119483,"Hombre"
"770",770,"2022.NDE","Coquimbo",31.23,53.47,58.53,8.64,369958,34998,404956,691899,286943,115521,"Hombre"
"771",771,"2023.DEF","Coquimbo",31.63,54.12,59.13,8.48,374904,34746,409650,692770,283120,118572,"Hombre"
"772",772,"2023.EFM","Coquimbo",30.26,54,59.23,8.83,374563,36261,410824,693653,282829,113360,"Hombre"
"773",773,"2023.FMA","Coquimbo",32.63,53.36,58.78,9.21,370645,37596,408240,694554,286314,120955,"Hombre"
"774",774,"2023.MAM","Coquimbo",31.98,53.25,58.4,8.83,370292,35850,406142,695422,289280,118408,"Hombre"
"775",775,"2023.AMJ","Coquimbo",32.03,53.55,58.8,8.92,372877,36515,409392,696296,286904,119450,"Hombre"
"776",776,"2023.MJJ","Coquimbo",31.64,53.71,59.42,9.61,374460,39792,414252,697186,282934,118474,"Hombre"
"777",777,"2023.JJA","Coquimbo",32.16,52.66,59.39,11.33,367654,46960,414614,698114,283500,118234,"Hombre"
"778",778,"2020.JJA","Valparaíso",21.45,41.74,48.58,14.08,668115,109527,777641,1600632,822991,143288,"Hombre"
"779",779,"2020.JAS","Valparaíso",22.21,42.45,49.57,14.37,680185,114106,794291,1602234,807943,151096,"Hombre"
"780",780,"2020.ASO","Valparaíso",25.46,45.27,52,12.93,726132,107842,833974,1603872,769898,184898,"Hombre"
"781",781,"2020.SON","Valparaíso",27.95,47.21,53.56,11.85,757989,101857,859846,1605465,745619,211883,"Hombre"
"782",782,"2020.OND","Valparaíso",28.33,48.53,54.4,10.79,779889,94343,874232,1607109,732877,220941,"Hombre"
"783",783,"2020.NDE","Valparaíso",28.98,48.98,54.76,10.56,787931,93073,881005,1608740,727735,228314,"Hombre"
"784",784,"2021.DEF","Valparaíso",28.99,49.73,55.48,10.37,800754,92656,893411,1610356,716945,232125,"Hombre"
"785",785,"2021.EFM","Valparaíso",28.38,49.59,55.1,10,799428,88794,888222,1611972,723750,226911,"Hombre"
"786",786,"2021.FMA","Valparaíso",26.9,48.22,53.95,10.63,778031,92587,870618,1613615,742997,209274,"Hombre"
"787",787,"2021.MAM","Valparaíso",25.75,47.77,53.49,10.7,771553,92422,863975,1615233,751258,198690,"Hombre"
"788",788,"2021.AMJ","Valparaíso",26.16,48.06,53.8,10.67,777070,92782,869852,1616827,746975,203244,"Hombre"
"789",789,"2021.MJJ","Valparaíso",26.68,49.32,54.64,9.74,798207,86174,884381,1618428,734047,212995,"Hombre"
"790",790,"2021.JJA","Valparaíso",27.74,50.48,55.63,9.26,817791,83469,901260,1619997,718737,226885,"Hombre"
"791",791,"2021.JAS","Valparaíso",27.81,50.37,55.19,8.73,816627,78150,894777,1621408,726631,227066,"Hombre"
"792",792,"2021.ASO","Valparaíso",28.94,51.53,55.98,7.95,836309,72212,908521,1622850,714329,242003,"Hombre"
"793",793,"2021.SON","Valparaíso",29.15,52.02,56.06,7.22,844900,65736,910636,1624287,713651,246306,"Hombre"
"794",794,"2021.OND","Valparaíso",29.75,52.88,57.1,7.4,859653,68649,928302,1625731,697429,255714,"Hombre"
"795",795,"2021.NDE","Valparaíso",29.55,53.3,57.53,7.35,867303,68804,936107,1627131,691024,256324,"Hombre"
"796",796,"2022.DEF","Valparaíso",29.16,53.45,57.96,7.78,870507,73448,943956,1628584,684628,253866,"Hombre"
"797",797,"2022.EFM","Valparaíso",28.02,53.45,58.02,7.87,871294,74433,945728,1630011,684283,244128,"Hombre"
"798",798,"2022.FMA","Valparaíso",28.8,53.03,57.78,8.21,865191,77395,942586,1631413,688827,249181,"Hombre"
"799",799,"2022.MAM","Valparaíso",28.75,52.74,57.6,8.43,861226,79248,940474,1632834,692360,247586,"Hombre"
"800",800,"2022.AMJ","Valparaíso",29.54,53.05,57.74,8.13,866933,76723,943656,1634312,690656,256084,"Hombre"
"801",801,"2022.MJJ","Valparaíso",28.99,52.76,57.69,8.54,863031,80546,943577,1635729,692152,250231,"Hombre"
"802",802,"2022.JJA","Valparaíso",29.56,53.23,58.15,8.46,871468,80590,952058,1637152,685094,257636,"Hombre"
"803",803,"2022.JAS","Valparaíso",28.56,53.94,59.18,8.87,883790,85988,969778,1638612,668834,252452,"Hombre"
"804",804,"2022.ASO","Valparaíso",29.28,53.96,58.83,8.29,884882,79968,964850,1640036,675186,259101,"Hombre"
"805",805,"2022.SON","Valparaíso",28.98,54.25,59.04,8.11,890445,78586,969031,1641444,672413,258072,"Hombre"
"806",806,"2022.OND","Valparaíso",29.42,54.25,58.75,7.66,891254,73888,965143,1642897,677754,262247,"Hombre"
"807",807,"2022.NDE","Valparaíso",28.67,54.86,59.5,7.8,902016,76362,978378,1644302,665924,258581,"Hombre"
"808",808,"2023.DEF","Valparaíso",28.43,54.34,58.81,7.6,894285,73592,967877,1645718,677841,254215,"Hombre"
"809",809,"2023.EFM","Valparaíso",28.66,53.86,58.77,8.34,887246,80732,967978,1647177,679199,254319,"Hombre"
"810",810,"2023.FMA","Valparaíso",28.24,53.8,58.47,7.99,886891,77023,963914,1648591,684677,250467,"Hombre"
"811",811,"2023.MAM","Valparaíso",28.4,54.36,59.14,8.09,896909,78962,975871,1650034,674163,254727,"Hombre"
"812",812,"2023.AMJ","Valparaíso",28.93,54.69,59.68,8.36,903215,82410,985625,1651478,665853,261307,"Hombre"
"813",813,"2023.MJJ","Valparaíso",29.49,54.51,59.99,9.14,901023,90599,991622,1652862,661240,265698,"Hombre"
"814",814,"2023.JJA","Valparaíso",30.34,54.75,60.44,9.42,905724,94173,999896,1654348,654452,274767,"Hombre"
"815",815,"2020.JJA","O'Higgins",20.94,45.42,52.11,12.84,361924,53313,415237,796910,381673,75803,"Hombre"
"816",816,"2020.JAS","O'Higgins",23.43,46.9,53.46,12.28,374147,52365,426513,797769,371256,87678,"Hombre"
"817",817,"2020.ASO","O'Higgins",26.88,48.65,55.02,11.59,388491,50943,439434,798613,359179,104426,"Hombre"
"818",818,"2020.SON","O'Higgins",27.84,49.69,55.54,10.54,397252,46784,444035,799432,355397,110609,"Hombre"
"819",819,"2020.OND","O'Higgins",26.58,50.66,56.34,10.07,405459,45400,450859,800312,349453,107754,"Hombre"
"820",820,"2020.NDE","O'Higgins",24.75,50.71,56.37,10.04,406251,45364,451615,801157,349542,100552,"Hombre"
"821",821,"2021.DEF","O'Higgins",24.29,51.55,56.91,9.42,413459,42999,456458,802009,345551,100423,"Hombre"
"822",822,"2021.EFM","O'Higgins",25.64,51,56.52,9.77,409418,44314,453732,802845,349113,104963,"Hombre"
"823",823,"2021.FMA","O'Higgins",25,49.93,55.28,9.67,401276,42953,444228,803661,359433,100304,"Hombre"
"824",824,"2021.MAM","O'Higgins",25.44,48.07,54.13,11.2,386743,48759,435502,804518,369016,98402,"Hombre"
"825",825,"2021.AMJ","O'Higgins",23.52,46.28,52.07,11.12,372715,46626,419341,805381,386040,87678,"Hombre"
"826",826,"2021.MJJ","O'Higgins",24.49,46.87,52.34,10.46,377870,44121,421990,806227,384237,92547,"Hombre"
"827",827,"2021.JJA","O'Higgins",24.93,47.36,51.75,8.48,382230,35424,417654,807064,389410,95299,"Hombre"
"828",828,"2021.JAS","O'Higgins",27.01,48.46,52.45,7.61,391478,32238,423716,807827,384111,105734,"Hombre"
"829",829,"2021.ASO","O'Higgins",28.07,49.14,53.28,7.76,397371,33417,430789,808585,377796,111544,"Hombre"
"830",830,"2021.SON","O'Higgins",29.28,50.17,54.37,7.73,406061,34002,440062,809369,369307,118877,"Hombre"
"831",831,"2021.OND","O'Higgins",29.56,52.17,56.11,7.02,422628,31910,454538,810115,355577,124943,"Hombre"
"832",832,"2021.NDE","O'Higgins",29.17,53.54,57.27,6.51,434153,30246,464399,810911,346512,126631,"Hombre"
"833",833,"2022.DEF","O'Higgins",29.06,55.14,58.91,6.39,447592,30537,478129,811683,333554,130050,"Hombre"
"834",834,"2022.EFM","O'Higgins",28.41,54.46,58.42,6.77,442501,32147,474648,812462,337814,125708,"Hombre"
"835",835,"2022.FMA","O'Higgins",28.07,54.54,58.39,6.58,443565,31252,474816,813212,338396,124511,"Hombre"
"836",836,"2022.MAM","O'Higgins",28.08,52.73,56.83,7.22,429227,33405,462632,814009,351377,120506,"Hombre"
"837",837,"2022.AMJ","O'Higgins",27.78,51.64,56.13,8,420700,36599,457299,814733,357434,116862,"Hombre"
"838",838,"2022.MJJ","O'Higgins",27.93,51.1,55.38,7.72,416749,34846,451595,815513,363918,116383,"Hombre"
"839",839,"2022.JJA","O'Higgins",28.32,51.8,55.98,7.46,422887,34082,456969,816314,359345,119782,"Hombre"
"840",840,"2022.JAS","O'Higgins",29.34,51.85,55.94,7.31,423665,33421,457086,817077,359991,124288,"Hombre"
"841",841,"2022.ASO","O'Higgins",29.02,51.79,55.79,7.16,423586,32692,456278,817878,361600,122910,"Hombre"
"842",842,"2022.SON","O'Higgins",29.59,52.04,55.59,6.39,425994,29079,455074,818647,363573,126066,"Hombre"
"843",843,"2022.OND","O'Higgins",28.09,52.45,55.69,5.8,429838,26484,456323,819458,363135,120725,"Hombre"
"844",844,"2022.NDE","O'Higgins",28.58,52.29,55.8,6.29,428926,28783,457709,820272,362563,122603,"Hombre"
"845",845,"2023.DEF","O'Higgins",27.22,52,55.87,6.93,426982,31793,458775,821085,362310,116222,"Hombre"
"846",846,"2023.EFM","O'Higgins",29.13,52.35,56.76,7.77,430263,36232,466495,821846,355351,125330,"Hombre"
"847",847,"2023.FMA","O'Higgins",27.98,52.41,57.4,8.69,431173,41016,472189,822652,350463,120644,"Hombre"
"848",848,"2023.MAM","O'Higgins",29.21,50.67,56.39,10.14,417244,47075,464319,823440,359121,121876,"Hombre"
"849",849,"2023.AMJ","O'Higgins",28.32,50.03,56.27,11.1,412349,51476,463825,824234,360409,116759,"Hombre"
"850",850,"2023.MJJ","O'Higgins",29.07,50.62,56.48,10.39,417620,48408,466028,825048,359020,121409,"Hombre"
"851",851,"2023.JJA","O'Higgins",29.55,51.52,56.89,9.44,425461,44336,469797,825852,356055,125706,"Hombre"
"852",852,"2020.JJA","Maule",23.82,44.89,50.35,10.85,409082,49792,458875,911371,452496,97452,"Hombre"
"853",853,"2020.JAS","Maule",24.6,46.33,51.7,10.39,422625,49021,471646,912269,440623,103962,"Hombre"
"854",854,"2020.ASO","Maule",27.17,47.95,53.17,9.82,437821,47694,485515,913171,427656,118936,"Hombre"
"855",855,"2020.SON","Maule",28.35,49.77,55.16,9.77,454932,49269,504202,914065,409863,128974,"Hombre"
"856",856,"2020.OND","Maule",29.67,51.77,56.11,7.73,473669,39689,513358,914979,401621,140543,"Hombre"
"857",857,"2020.NDE","Maule",29.72,51.27,55.54,7.69,469554,39126,508680,915886,407206,139538,"Hombre"
"858",858,"2021.DEF","Maule",29.67,50.45,54.29,7.07,462559,35190,497750,916807,419057,137227,"Hombre"
"859",859,"2021.EFM","Maule",28.64,49.4,53.48,7.63,453345,37468,490814,917720,426906,129820,"Hombre"
"860",860,"2021.FMA","Maule",28.6,48.91,52.55,6.92,449303,33419,482722,918625,435903,128514,"Hombre"
"861",861,"2021.MAM","Maule",27.95,47.79,51.86,7.85,439482,37426,476908,919528,442620,122824,"Hombre"
"862",862,"2021.AMJ","Maule",27.83,46.54,50.92,8.61,428356,40365,468721,920435,451714,119231,"Hombre"
"863",863,"2021.MJJ","Maule",27.94,46.67,51.11,8.69,430010,40939,470949,921370,450421,120141,"Hombre"
"864",864,"2021.JJA","Maule",29.89,47.61,51.36,7.32,439040,34662,473702,922242,448540,131213,"Hombre"
"865",865,"2021.JAS","Maule",30.56,48.9,52.67,7.17,451389,34867,486256,923130,436874,137948,"Hombre"
"866",866,"2021.ASO","Maule",30.89,49.79,53.08,6.18,460093,30327,490421,923982,433561,142131,"Hombre"
"867",867,"2021.SON","Maule",29.34,50.65,53.77,5.8,468442,28839,497281,924805,427524,137450,"Hombre"
"868",868,"2021.OND","Maule",29.74,52.81,55.4,4.68,488841,24015,512856,925682,412826,145376,"Hombre"
"869",869,"2021.NDE","Maule",29.08,53.67,56.57,5.12,497295,26862,524157,926552,402395,144635,"Hombre"
"870",870,"2022.DEF","Maule",30.01,54.33,56.98,4.65,503876,24580,528457,927381,398924,151202,"Hombre"
"871",871,"2022.EFM","Maule",30.71,53.85,56.58,4.83,499844,25343,525187,928253,403066,153495,"Hombre"
"872",872,"2022.FMA","Maule",31.46,53.59,56.37,4.94,497892,25892,523784,929131,405347,156652,"Hombre"
"873",873,"2022.MAM","Maule",30.99,53.47,56.85,5.94,497246,31397,528643,929968,401325,154116,"Hombre"
"874",874,"2022.AMJ","Maule",28.74,51.75,55.34,6.48,481756,33391,515148,930843,415695,138462,"Hombre"
"875",875,"2022.MJJ","Maule",28.62,51.08,55.33,7.68,475951,39577,515528,931712,416184,136214,"Hombre"
"876",876,"2022.JJA","Maule",29.13,50.56,54.68,7.53,471519,38400,509919,932541,422622,137373,"Hombre"
"877",877,"2022.JAS","Maule",30.82,50.61,55.22,8.35,472409,43025,515434,933410,417976,145589,"Hombre"
"878",878,"2022.ASO","Maule",31.49,50.5,54.42,7.2,471798,36598,508397,934272,425875,148558,"Hombre"
"879",879,"2022.SON","Maule",30.7,51.38,55.9,8.08,480441,42260,522701,935122,412421,147485,"Hombre"
"880",880,"2022.OND","Maule",31.07,54.01,57.91,6.74,505563,36524,542087,936005,393918,157094,"Hombre"
"881",881,"2022.NDE","Maule",31.17,55.78,59.87,6.84,522579,38365,560944,936886,375942,162897,"Hombre"
"882",882,"2023.DEF","Maule",31.81,55.96,59.75,6.34,524747,35534,560281,937736,377455,166922,"Hombre"
"883",883,"2023.EFM","Maule",32.77,54.86,59.41,7.65,514923,42684,557607,938587,380980,168752,"Hombre"
