"","X","periodo","nombre_region","toi","to","tp","td","Ocupados","Desocupados","FDT","PET","FFT","OI","sexo"
"931",931,"2020.NDE","Araucanía",29.74,43,46.88,8.28,350259,31602,381862,814613,432751,104168,"Hombre"
"932",932,"2021.DEF","Araucanía",29.59,45.1,48.97,7.9,367658,31552,399210,815145,415935,108790,"Hombre"
"933",933,"2021.EFM","Araucanía",31.02,44.29,47.97,7.67,361232,30028,391260,815653,424393,112037,"Hombre"
"934",934,"2021.FMA","Araucanía",30.35,43.6,47.64,8.48,355809,32986,388795,816167,427372,107975,"Hombre"
"935",935,"2021.MAM","Araucanía",29.57,42.67,46.6,8.43,348514,32087,380601,816710,436109,103054,"Hombre"
"936",936,"2021.AMJ","Araucanía",28.33,41.98,45.97,8.68,343031,32622,375653,817213,441560,97182,"Hombre"
"937",937,"2021.MJJ","Araucanía",29.87,42.57,46.25,7.94,348140,30045,378185,817755,439570,103990,"Hombre"
"938",938,"2021.JJA","Araucanía",30.41,43.14,46.66,7.54,352968,28802,381769,818262,436493,107346,"Hombre"
"939",939,"2021.JAS","Araucanía",33.02,44.36,47.75,7.09,363200,27726,390927,818752,427825,119933,"Hombre"
"940",940,"2021.ASO","Araucanía",34.08,45.37,48.58,6.61,371679,26307,397986,819258,421272,126656,"Hombre"
"941",941,"2021.SON","Araucanía",34.83,46.75,49.74,6.01,383271,24490,407761,819757,411996,133504,"Hombre"
"942",942,"2021.OND","Araucanía",34.12,48.39,50.93,5,396900,20886,417786,820274,402488,135441,"Hombre"
"943",943,"2021.NDE","Araucanía",33.67,48.92,51.6,5.21,401480,22057,423537,820770,397233,135196,"Hombre"
"944",944,"2022.DEF","Araucanía",34.48,49.6,52.99,6.41,407321,27878,435199,821231,386032,140444,"Hombre"
"945",945,"2022.EFM","Araucanía",35.76,49.22,53.02,7.16,404477,31173,435651,821704,386053,144655,"Hombre"
"946",946,"2022.FMA","Araucanía",36.96,49.61,53.93,8.02,407914,35571,443485,822260,378775,150780,"Hombre"
"947",947,"2022.MAM","Araucanía",36.83,49.85,54.09,7.84,410172,34901,445073,822772,377699,151073,"Hombre"
"948",948,"2022.AMJ","Araucanía",34.76,49.15,53.51,8.14,404613,35850,440463,823202,382739,140662,"Hombre"
"949",949,"2022.MJJ","Araucanía",33.79,48.48,52.5,7.67,399305,33166,432471,823714,391243,134916,"Hombre"
"950",950,"2022.JJA","Araucanía",35.16,48.57,52.59,7.65,400268,33173,433441,824186,390745,140752,"Hombre"
"951",951,"2022.JAS","Araucanía",37.02,48.6,52.9,8.13,400840,35454,436295,824701,388406,148376,"Hombre"
"952",952,"2022.ASO","Araucanía",37.9,49.75,54.51,8.73,410561,39256,449817,825187,375370,155618,"Hombre"
"953",953,"2022.SON","Araucanía",36.82,50.15,54.81,8.49,414095,38441,452536,825672,373136,152456,"Hombre"
"954",954,"2022.OND","Araucanía",36.77,50.73,55.13,7.99,419090,36377,455466,826158,370692,154094,"Hombre"
"955",955,"2022.NDE","Araucanía",35.18,50.48,54.4,7.2,417287,32383,449671,826642,376971,146799,"Hombre"
"956",956,"2023.DEF","Araucanía",35.31,50.58,54.52,7.22,418394,32572,450966,827117,376151,147750,"Hombre"
"957",957,"2023.EFM","Araucanía",34.53,51.16,55.22,7.35,423443,33611,457054,827626,370572,146220,"Hombre"
"958",958,"2023.FMA","Araucanía",36.17,51.8,55.72,7.03,428982,32417,461399,828141,366742,155179,"Hombre"
"959",959,"2023.MAM","Araucanía",34.69,50.87,54.71,7.02,421537,31836,453372,828628,375256,146230,"Hombre"
"960",960,"2023.AMJ","Araucanía",35.62,49.82,53.73,7.28,413074,32433,445507,829092,383585,147132,"Hombre"
"961",961,"2023.MJJ","Araucanía",34.9,49.89,53.97,7.56,413921,33845,447766,829603,381837,144472,"Hombre"
"962",962,"2023.JJA","Araucanía",35.49,50.05,54.32,7.86,415447,35462,450910,830066,379156,147436,"Hombre"
"963",963,"2020.JJA","Los Lagos",23.53,42.6,47.6,10.5,305468,35821,341289,717041,375752,71888,"Hombre"
"964",964,"2020.JAS","Los Lagos",23.25,43.1,46.23,6.77,309345,22453,331797,717662,385865,71916,"Hombre"
"965",965,"2020.ASO","Los Lagos",24.4,44.1,45.87,3.87,316781,12751,329532,718331,388799,77305,"Hombre"
"966",966,"2020.SON","Los Lagos",26.55,44.35,45.73,3,318895,9864,328760,718973,390213,84681,"Hombre"
"967",967,"2020.OND","Los Lagos",27.47,43.69,45.22,3.37,314433,10960,325392,719648,394256,86366,"Hombre"
"968",968,"2020.NDE","Los Lagos",26.29,45.47,47.21,3.69,327493,12562,340055,720292,380237,86090,"Hombre"
"969",969,"2021.DEF","Los Lagos",24.34,46.57,48.4,3.79,335706,13209,348914,720933,372019,81699,"Hombre"
"970",970,"2021.EFM","Los Lagos",26.07,47.46,49.39,3.9,342446,13904,356350,721552,365202,89287,"Hombre"
"971",971,"2021.FMA","Los Lagos",26.19,46.56,48.35,3.69,336288,12871,349159,722196,373037,88080,"Hombre"
"972",972,"2021.MAM","Los Lagos",27.49,45.65,47.67,4.24,329980,14622,344602,722839,378237,90707,"Hombre"
"973",973,"2021.AMJ","Los Lagos",24.98,44.74,46.5,3.8,323684,12787,336470,723516,387046,80846,"Hombre"
"974",974,"2021.MJJ","Los Lagos",25.86,44.81,46.65,3.93,324517,13275,337792,724139,386347,83925,"Hombre"
"975",975,"2021.JJA","Los Lagos",25.93,45,46.59,3.41,326128,11522,337649,724725,387076,84576,"Hombre"
"976",976,"2021.JAS","Los Lagos",26.71,45.44,46.85,3.03,329544,10282,339826,725304,385478,88029,"Hombre"
"977",977,"2021.ASO","Los Lagos",27.16,45.28,46.56,2.75,328728,9280,338008,725914,387906,89269,"Hombre"
"978",978,"2021.SON","Los Lagos",27.33,45.75,47.01,2.69,332366,9174,341540,726497,384957,90839,"Hombre"
"979",979,"2021.OND","Los Lagos",27.58,45.42,47.06,3.5,330234,11964,342198,727090,384892,91088,"Hombre"
"980",980,"2021.NDE","Los Lagos",29.34,44.83,46.21,2.97,326222,10002,336224,727648,391424,95714,"Hombre"
"981",981,"2022.DEF","Los Lagos",29.69,45.06,46.49,3.06,328188,10345,338532,728258,389726,97430,"Hombre"
"982",982,"2022.EFM","Los Lagos",29.76,46.15,47.33,2.48,336394,8548,344942,728846,383904,100120,"Hombre"
"983",983,"2022.FMA","Los Lagos",27.91,47.58,49.31,3.52,347031,12671,359702,729422,369720,96851,"Hombre"
"984",984,"2022.MAM","Los Lagos",27.25,47.48,49.27,3.62,346637,13008,359645,729999,370354,94457,"Hombre"
"985",985,"2022.AMJ","Los Lagos",25.77,48.18,50.54,4.66,351987,17222,369210,730601,361391,90704,"Hombre"
"986",986,"2022.MJJ","Los Lagos",25.68,48.5,50.88,4.68,354601,17397,371998,731180,359182,91050,"Hombre"
"987",987,"2022.JJA","Los Lagos",27.09,47.78,50.57,5.52,349647,20416,370063,731798,361735,94715,"Hombre"
"988",988,"2022.JAS","Los Lagos",29.02,46.37,48.61,4.61,339633,16405,356039,732373,376334,98562,"Hombre"
"989",989,"2022.ASO","Los Lagos",29.05,46.17,48.31,4.43,338448,15688,354137,733031,378894,98316,"Hombre"
"990",990,"2022.SON","Los Lagos",28.81,45.63,47.46,3.86,334781,13430,348211,733652,385441,96442,"Hombre"
"991",991,"2022.OND","Los Lagos",29.02,46.15,47.89,3.65,338839,12825,351664,734276,382612,98326,"Hombre"
"992",992,"2022.NDE","Los Lagos",30.53,46.81,48.42,3.31,344032,11776,355808,734899,379091,105049,"Hombre"
"993",993,"2023.DEF","Los Lagos",29.19,47.21,49.04,3.74,347260,13501,360761,735588,374827,101363,"Hombre"
"994",994,"2023.EFM","Los Lagos",29.14,48.33,50.43,4.16,355773,15455,371228,736183,364955,103668,"Hombre"
"995",995,"2023.FMA","Los Lagos",27.59,48.48,50.8,4.58,357179,17160,374340,736822,362482,98543,"Hombre"
"996",996,"2023.MAM","Los Lagos",28.66,50.31,52.57,4.3,370972,16664,387636,737438,349802,106319,"Hombre"
"997",997,"2023.AMJ","Los Lagos",28.26,48.86,51.12,4.41,360659,16631,377290,738076,360786,101937,"Hombre"
"998",998,"2023.MJJ","Los Lagos",28.38,47.67,49.86,4.38,352170,16150,368320,738708,370388,99960,"Hombre"
"999",999,"2023.JJA","Los Lagos",28.27,46.71,48.68,4.04,345389,14560,359949,739384,379435,97655,"Hombre"
"1000",1000,"2020.JJA","Aysén",29.88,63.62,69.68,8.71,53432,5096,58528,83990,25462,15965,"Hombre"
"1001",1001,"2020.JAS","Aysén",31.75,63.74,68.32,6.7,53577,3846,57423,84055,26632,17009,"Hombre"
"1002",1002,"2020.ASO","Aysén",29.98,63.1,67.32,6.27,53075,3552,56628,84119,27491,15910,"Hombre"
"1003",1003,"2020.SON","Aysén",28.97,62.22,66.75,6.79,52369,3813,56182,84165,27983,15169,"Hombre"
"1004",1004,"2020.OND","Aysén",29.07,63.21,67.31,6.1,53242,3457,56699,84232,27533,15480,"Hombre"
"1005",1005,"2020.NDE","Aysén",30.6,64.72,68.01,4.85,54549,2778,57327,84289,26962,16692,"Hombre"
"1006",1006,"2021.DEF","Aysén",30.78,63.89,67.83,5.81,53899,3325,57224,84359,27135,16589,"Hombre"
"1007",1007,"2021.EFM","Aysén",30.92,64.07,67.68,5.34,54089,3050,57139,84420,27281,16723,"Hombre"
"1008",1008,"2021.FMA","Aysén",30.38,64.38,69.12,6.86,54384,4006,58391,84478,26087,16522,"Hombre"
"1009",1009,"2021.MAM","Aysén",31.11,65.47,69.58,5.9,55350,3471,58821,84540,25719,17219,"Hombre"
"1010",1010,"2021.AMJ","Aysén",31.1,62.76,66.86,6.14,53095,3475,56570,84603,28033,16510,"Hombre"
"1011",1011,"2021.MJJ","Aysén",32.76,63.03,65.54,3.82,53367,2121,55488,84665,29177,17483,"Hombre"
"1012",1012,"2021.JJA","Aysén",33.76,63.48,65.89,3.66,53780,2044,55824,84717,28893,18156,"Hombre"
"1013",1013,"2021.JAS","Aysén",32.38,65.51,67.79,3.38,55527,1940,57467,84768,27301,17980,"Hombre"
"1014",1014,"2021.ASO","Aysén",30.79,65.94,68.51,3.76,55929,2182,58112,84819,26707,17221,"Hombre"
"1015",1015,"2021.SON","Aysén",30.2,65.94,68.29,3.43,55963,1989,57952,84867,26915,16901,"Hombre"
"1016",1016,"2021.OND","Aysén",32.02,65.74,67.93,3.21,55843,1854,57697,84940,27243,17880,"Hombre"
"1017",1017,"2021.NDE","Aysén",31.21,64.9,67.36,3.64,55168,2086,57253,85000,27747,17216,"Hombre"
"1018",1018,"2022.DEF","Aysén",30.25,63.75,66.52,4.17,54220,2359,56579,85053,28474,16402,"Hombre"
"1019",1019,"2022.EFM","Aysén",30.34,64.77,68.22,5.06,55120,2935,58054,85104,27050,16723,"Hombre"
"1020",1020,"2022.FMA","Aysén",31.8,65.44,69.44,5.76,55730,3407,59137,85161,26024,17721,"Hombre"
"1021",1021,"2022.MAM","Aysén",31.75,66.86,71.47,6.45,56971,3930,60901,85211,24310,18087,"Hombre"
"1022",1022,"2022.AMJ","Aysén",30.42,67.88,72.41,6.26,57880,3862,61742,85270,23528,17607,"Hombre"
"1023",1023,"2022.MJJ","Aysén",30.63,68.21,72.49,5.9,58208,3647,61855,85334,23479,17832,"Hombre"
"1024",1024,"2022.JJA","Aysén",31.96,68.53,72,4.82,58525,2964,61489,85406,23917,18704,"Hombre"
"1025",1025,"2022.JAS","Aysén",32.08,68.41,71.72,4.61,58467,2826,61292,85459,24167,18754,"Hombre"
"1026",1026,"2022.ASO","Aysén",30.49,68.4,71.44,4.26,58492,2605,61097,85521,24424,17832,"Hombre"
"1027",1027,"2022.SON","Aysén",30.17,69.64,72.9,4.47,59593,2785,62378,85569,23191,17978,"Hombre"
"1028",1028,"2022.OND","Aysén",31.11,70.54,73.34,3.81,60400,2393,62793,85621,22828,18788,"Hombre"
"1029",1029,"2022.NDE","Aysén",31.77,70.84,73.78,3.98,60697,2518,63216,85678,22462,19282,"Hombre"
"1030",1030,"2023.DEF","Aysén",29.93,69.71,72.62,4.01,59778,2498,62276,85751,23475,17889,"Hombre"
"1031",1031,"2023.EFM","Aysén",30.94,69.51,72.71,4.39,59642,2740,62382,85800,23418,18451,"Hombre"
"1032",1032,"2023.FMA","Aysén",31.1,69.16,72.62,4.76,59393,2970,62363,85874,23511,18471,"Hombre"
"1033",1033,"2023.MAM","Aysén",31.62,68.62,72.58,5.45,58962,3400,62362,85927,23565,18642,"Hombre"
"1034",1034,"2023.AMJ","Aysén",30.15,66.59,71.24,6.53,57255,3999,61253,85985,24732,17260,"Hombre"
"1035",1035,"2023.MJJ","Aysén",28.88,66.15,70.92,6.72,56918,4098,61016,86038,25022,16440,"Hombre"
"1036",1036,"2023.JJA","Aysén",30.2,66.65,71.27,6.49,57380,3980,61360,86098,24738,17331,"Hombre"
"1037",1037,"2020.JJA","Magallanes",15.73,51.88,56.9,8.83,75774,7338,83112,146067,62955,11917,"Hombre"
"1038",1038,"2020.JAS","Magallanes",14.62,52.98,57.47,7.81,77457,6562,84019,146199,62180,11327,"Hombre"
"1039",1039,"2020.ASO","Magallanes",14.79,53.17,57.59,7.68,77811,6477,84288,146350,62062,11505,"Hombre"
"1040",1040,"2020.SON","Magallanes",16.69,53.18,57.87,8.11,77906,6879,84785,146498,61713,13003,"Hombre"
"1041",1041,"2020.OND","Magallanes",17.46,53.72,57.89,7.21,78786,6118,84904,146661,61757,13756,"Hombre"
"1042",1042,"2020.NDE","Magallanes",18.78,55.91,59.17,5.51,82078,4790,86868,146815,59947,15411,"Hombre"
"1043",1043,"2021.DEF","Magallanes",19.7,56.18,59.24,5.16,82579,4497,87076,146984,59908,16267,"Hombre"
"1044",1044,"2021.EFM","Magallanes",20.97,57.51,60.95,5.65,84604,5062,89666,147118,57452,17743,"Hombre"
"1045",1045,"2021.FMA","Magallanes",19.91,58.03,61.85,6.19,85455,5637,91092,147270,56178,17013,"Hombre"
"1046",1046,"2021.MAM","Magallanes",18.58,58.68,61.76,4.99,86506,4545,91051,147421,56370,16074,"Hombre"
"1047",1047,"2021.AMJ","Magallanes",18.03,58.61,61.94,5.38,86492,4921,91413,147575,56162,15597,"Hombre"
"1048",1048,"2021.MJJ","Magallanes",16.79,58.57,61.91,5.39,86525,4931,91456,147717,56261,14531,"Hombre"
"1049",1049,"2021.JJA","Magallanes",17.57,59.75,63.37,5.71,88351,5354,93705,147862,54157,15520,"Hombre"
"1050",1050,"2021.JAS","Magallanes",17.12,59.66,63.34,5.81,88284,5446,93730,147987,54257,15111,"Hombre"
"1051",1051,"2021.ASO","Magallanes",18.52,60.23,63.74,5.51,89205,5205,94410,148115,53705,16517,"Hombre"
"1052",1052,"2021.SON","Magallanes",18.51,59.89,63.58,5.8,88782,5471,94252,148241,53989,16432,"Hombre"
"1053",1053,"2021.OND","Magallanes",19.89,60.88,64.08,4.98,90319,4739,95058,148354,53296,17961,"Hombre"
"1054",1054,"2021.NDE","Magallanes",20.53,61.25,64.53,5.08,90953,4865,95818,148484,52666,18677,"Hombre"
"1055",1055,"2022.DEF","Magallanes",21.34,60.89,63.46,4.05,90484,3822,94306,148611,54305,19309,"Hombre"
"1056",1056,"2022.EFM","Magallanes",21,61.2,63.83,4.12,91020,3916,94937,148730,53793,19117,"Hombre"
"1057",1057,"2022.FMA","Magallanes",21.76,61.33,63.86,3.96,91293,3759,95052,148850,53798,19866,"Hombre"
"1058",1058,"2022.MAM","Magallanes",19.81,62.29,65.06,4.26,92796,4133,96929,148973,52044,18386,"Hombre"
"1059",1059,"2022.AMJ","Magallanes",19.77,61.82,64.74,4.5,92176,4341,96517,149092,52575,18226,"Hombre"
"1060",1060,"2022.MJJ","Magallanes",18.8,62.76,66,4.9,93657,4826,98483,149220,50737,17604,"Hombre"
"1061",1061,"2022.JJA","Magallanes",19.56,61.9,64.94,4.69,92434,4551,96985,149335,52350,18077,"Hombre"
"1062",1062,"2022.JAS","Magallanes",19.06,61.84,65.77,5.98,92425,5882,98307,149460,51153,17619,"Hombre"
"1063",1063,"2022.ASO","Magallanes",21.51,62.17,65.76,5.45,93000,5360,98360,149583,51223,20004,"Hombre"
"1064",1064,"2022.SON","Magallanes",19.76,62.45,66.02,5.4,93494,5338,98832,149700,50868,18472,"Hombre"
"1065",1065,"2022.OND","Magallanes",20.03,63.94,66.57,3.96,95789,3949,99738,149818,50080,19188,"Hombre"
"1066",1066,"2022.NDE","Magallanes",18.52,63.79,66.62,4.24,95645,4233,99878,149931,50053,17711,"Hombre"
"1067",1067,"2023.DEF","Magallanes",19.56,64.18,66.86,4,96313,4012,100325,150056,49731,18837,"Hombre"
"1068",1068,"2023.EFM","Magallanes",19.39,63.67,66.45,4.18,95617,4172,99789,150178,50389,18544,"Hombre"
"1069",1069,"2023.FMA","Magallanes",18.3,64.62,67.39,4.12,97120,4175,101294,150304,49010,17774,"Hombre"
"1070",1070,"2023.MAM","Magallanes",17.96,64.82,68.04,4.73,97506,4844,102350,150419,48069,17512,"Hombre"
"1071",1071,"2023.AMJ","Magallanes",19.09,64.75,67.88,4.61,97478,4711,102189,150544,48355,18610,"Hombre"
"1072",1072,"2023.MJJ","Magallanes",19.02,62.8,66.54,5.62,94613,5637,100250,150659,50409,17994,"Hombre"
"1073",1073,"2023.JJA","Magallanes",19.13,62.78,66.93,6.2,94654,6260,100914,150772,49858,18105,"Hombre"
"1074",1074,"2020.JJA","Metropolitana",21.37,47.94,55.4,13.45,3172608,493048,3665655,6617285,2951630,678003,"Hombre"
"1075",1075,"2020.JAS","Metropolitana",22.61,49.53,57.1,13.24,3282143,501083,3783226,6626013,2842787,741978,"Hombre"
"1076",1076,"2020.ASO","Metropolitana",23.68,51.82,59.35,12.67,3438404,499003,3937407,6634728,2697321,814075,"Hombre"
"1077",1077,"2020.SON","Metropolitana",25.54,53.95,61.14,11.77,3583866,478205,4062071,6643413,2581342,915175,"Hombre"
"1078",1078,"2020.OND","Metropolitana",25.75,54.42,61.45,11.44,3620022,467844,4087866,6652108,2564242,932139,"Hombre"
"1079",1079,"2020.NDE","Metropolitana",26.38,54.89,61.95,11.39,3656278,469947,4126226,6660888,2534662,964694,"Hombre"
"1080",1080,"2021.DEF","Metropolitana",25.39,54.58,61.97,11.92,3640394,492513,4132907,6669578,2536671,924436,"Hombre"
"1081",1081,"2021.EFM","Metropolitana",25.58,54.34,61.82,12.11,3628777,500089,4128866,6678348,2549482,928091,"Hombre"
"1082",1082,"2021.FMA","Metropolitana",25.1,54.37,61.77,11.98,3635794,494754,4130548,6687045,2556497,912598,"Hombre"
"1083",1083,"2021.MAM","Metropolitana",25.01,54.12,61.08,11.4,3623739,466198,4089936,6695752,2605816,906149,"Hombre"
"1084",1084,"2021.AMJ","Metropolitana",25.04,54.58,60.87,10.33,3659294,421534,4080828,6704466,2623638,916461,"Hombre"
"1085",1085,"2021.MJJ","Metropolitana",26.48,55.38,61.17,9.47,3717506,389008,4106514,6713233,2606719,984546,"Hombre"
"1086",1086,"2021.JJA","Metropolitana",26.46,56.1,61.79,9.21,3770267,382354,4152621,6720214,2567593,997566,"Hombre"
"1087",1087,"2021.JAS","Metropolitana",27.09,56.46,62.19,9.22,3797290,385496,4182787,6725577,2542790,1028570,"Hombre"
"1088",1088,"2021.ASO","Metropolitana",26.9,56.91,62.54,8.99,3830856,378569,4209425,6730902,2521477,1030398,"Hombre"
"1089",1089,"2021.SON","Metropolitana",27.28,57.48,62.65,8.25,3872041,347998,4220039,6736173,2516134,1056299,"Hombre"
"1090",1090,"2021.OND","Metropolitana",27.18,57.86,62.9,8.01,3900857,339771,4240628,6741487,2500859,1060376,"Hombre"
"1091",1091,"2021.NDE","Metropolitana",26.65,57.65,62.75,8.13,3889641,344057,4233698,6746853,2513155,1036639,"Hombre"
"1092",1092,"2022.DEF","Metropolitana",25.91,57.88,63.27,8.53,3907899,364257,4272156,6752126,2479970,1012589,"Hombre"
"1093",1093,"2022.EFM","Metropolitana",25.07,58.47,64.03,8.69,3950831,376176,4327007,6757469,2430462,990302,"Hombre"
"1094",1094,"2022.FMA","Metropolitana",24.84,58.71,64.16,8.48,3970629,368049,4338678,6762747,2424069,986108,"Hombre"
"1095",1095,"2022.MAM","Metropolitana",25.47,58.87,64.19,8.3,3984125,360565,4344690,6768068,2423378,1014564,"Hombre"
"1096",1096,"2022.AMJ","Metropolitana",25.31,58.72,63.99,8.23,3977512,356701,4334214,6773392,2439178,1006767,"Hombre"
"1097",1097,"2022.MJJ","Metropolitana",24.48,59.11,64.48,8.33,4006889,363880,4370769,6778734,2407965,980869,"Hombre"
"1098",1098,"2022.JJA","Metropolitana",23.77,58.95,64.29,8.3,3999005,361975,4360979,6783758,2422779,950747,"Hombre"
"1099",1099,"2022.JAS","Metropolitana",23.84,58.58,63.97,8.43,3976742,366089,4342831,6788459,2445628,947973,"Hombre"
"1100",1100,"2022.ASO","Metropolitana",24.54,58.42,63.89,8.57,3968478,371944,4340422,6793189,2452767,973979,"Hombre"
"1101",1101,"2022.SON","Metropolitana",23.91,58.29,63.87,8.74,3962677,379383,4342060,6797898,2455838,947420,"Hombre"
"1102",1102,"2022.OND","Metropolitana",24.02,58.42,64.11,8.87,3974311,386738,4361049,6802601,2441552,954750,"Hombre"
"1103",1103,"2022.NDE","Metropolitana",24.17,58.64,64.55,9.16,3991607,402271,4393878,6807294,2413416,964921,"Hombre"
"1104",1104,"2023.DEF","Metropolitana",24.54,58.98,65.33,9.71,4017819,432287,4450106,6812060,2361954,986057,"Hombre"
"1105",1105,"2023.EFM","Metropolitana",24.53,58.82,65.46,10.14,4009820,452497,4462317,6816747,2354430,983452,"Hombre"
"1106",1106,"2023.FMA","Metropolitana",24.29,58.81,65.06,9.6,4012024,425996,4438020,6821435,2383415,974610,"Hombre"
"1107",1107,"2023.MAM","Metropolitana",24.15,59.02,64.97,9.15,4028875,405854,4434729,6826217,2391488,973086,"Hombre"
"1108",1108,"2023.AMJ","Metropolitana",23.94,59.41,65.27,8.98,4058177,400542,4458719,6830899,2372180,971642,"Hombre"
"1109",1109,"2023.MJJ","Metropolitana",23.11,59.36,65.48,9.35,4057815,418344,4476160,6835587,2359427,937672,"Hombre"
"1110",1110,"2023.JJA","Metropolitana",22.81,59.02,65.3,9.61,4037291,429334,4466625,6840306,2373681,920933,"Hombre"
"1111",1111,"2020.JJA","Los Ríos",33.44,43.26,51.35,15.75,142454,26637,169091,329270,160179,47636,"Hombre"
"1112",1112,"2020.JAS","Los Ríos",35.38,43.55,50.72,14.13,143497,23622,167119,329472,162353,50775,"Hombre"
"1113",1113,"2020.ASO","Los Ríos",35.54,46.25,52.97,12.69,152479,22160,174638,329673,155035,54189,"Hombre"
"1114",1114,"2020.SON","Los Ríos",34.56,48.07,53.04,9.36,158595,16385,174981,329909,154928,54815,"Hombre"
"1115",1115,"2020.OND","Los Ríos",34.04,48.39,53.02,8.73,159757,15283,175040,330114,155074,54378,"Hombre"
"1116",1116,"2020.NDE","Los Ríos",34.08,47.76,52.64,9.28,157769,16131,173900,330340,156440,53770,"Hombre"
"1117",1117,"2021.DEF","Los Ríos",34.08,48.18,53.76,10.38,159247,18443,177690,330546,152856,54275,"Hombre"
"1118",1118,"2021.EFM","Los Ríos",34.51,49.2,55.17,10.82,162737,19743,182480,330765,148285,56164,"Hombre"
"1119",1119,"2021.FMA","Los Ríos",33.75,48.71,54.41,10.47,161207,18861,180069,330969,150900,54413,"Hombre"
"1120",1120,"2021.MAM","Los Ríos",32.11,47.99,53.05,9.54,158926,16761,175687,331188,155501,51027,"Hombre"
"1121",1121,"2021.AMJ","Los Ríos",31.83,47.63,51.86,8.14,157859,13990,171849,331399,159550,50245,"Hombre"
"1122",1122,"2021.MJJ","Los Ríos",32.99,46.75,51.18,8.66,155040,14701,169741,331634,161893,51148,"Hombre"
"1123",1123,"2021.JJA","Los Ríos",33.48,46.16,50.76,9.06,153177,15259,168436,331850,163414,51286,"Hombre"
"1124",1124,"2021.JAS","Los Ríos",31.51,46.9,51.31,8.6,155732,14654,170386,332057,161671,49069,"Hombre"
"1125",1125,"2021.ASO","Los Ríos",32.45,48.8,52.65,7.31,162133,12785,174918,332258,157340,52617,"Hombre"
"1126",1126,"2021.SON","Los Ríos",35.49,51.13,54.53,6.24,169985,11321,181305,332473,151168,60320,"Hombre"
"1127",1127,"2021.OND","Los Ríos",34.7,52.51,55.85,5.97,174707,11099,185805,332681,146876,60622,"Hombre"
"1128",1128,"2021.NDE","Los Ríos",35.19,53.35,57.15,6.65,177586,12648,190234,332844,142610,62494,"Hombre"
"1129",1129,"2022.DEF","Los Ríos",32.69,53.99,57.32,5.81,179805,11100,190905,333056,142151,58780,"Hombre"
"1130",1130,"2022.EFM","Los Ríos",33.86,53.49,57.12,6.36,178269,12104,190372,333266,142894,60361,"Hombre"
"1131",1131,"2022.FMA","Los Ríos",33.86,53.19,56.59,6,177361,11326,188688,333457,144769,60054,"Hombre"
"1132",1132,"2022.MAM","Los Ríos",32.64,52.65,56.23,6.36,175682,11941,187623,333670,146047,57346,"Hombre"
"1133",1133,"2022.AMJ","Los Ríos",32.75,52.51,55.71,5.75,175326,10687,186013,333870,147857,57413,"Hombre"
"1134",1134,"2022.MJJ","Los Ríos",32.58,53.53,56.61,5.43,178829,10275,189103,334043,144940,58267,"Hombre"
"1135",1135,"2022.JJA","Los Ríos",32.34,52.28,55.96,6.56,174767,12276,187043,334263,147220,56523,"Hombre"
"1136",1136,"2022.JAS","Los Ríos",33,51.94,55.76,6.86,173709,12795,186505,334461,147956,57322,"Hombre"
"1137",1137,"2022.ASO","Los Ríos",32.35,51.8,55.65,6.92,173348,12891,186239,334666,148427,56086,"Hombre"
"1138",1138,"2022.SON","Los Ríos",32.29,51.81,55.19,6.12,173483,11313,184796,334848,150052,56018,"Hombre"
"1139",1139,"2022.OND","Los Ríos",32.26,53.21,56.53,5.87,178283,11119,189402,335061,145659,57507,"Hombre"
"1140",1140,"2022.NDE","Los Ríos",33.04,53.93,58.12,7.21,180828,14044,194872,335284,140412,59743,"Hombre"
"1141",1141,"2023.DEF","Los Ríos",36.03,54.62,59.03,7.47,183272,14791,198063,335509,137446,66028,"Hombre"
"1142",1142,"2023.EFM","Los Ríos",35.15,52.96,57.4,7.73,177787,14885,192673,335692,143019,62490,"Hombre"
"1143",1143,"2023.FMA","Los Ríos",35.45,52.69,56.62,6.93,176995,13189,190185,335898,145713,62751,"Hombre"
"1144",1144,"2023.MAM","Los Ríos",33.64,52.8,56.51,6.56,177453,12468,189921,336092,146171,59702,"Hombre"
"1145",1145,"2023.AMJ","Los Ríos",33.13,52.64,56.62,7.03,177025,13388,190413,336306,145893,58657,"Hombre"
"1146",1146,"2023.MJJ","Los Ríos",33.3,53.4,57.64,7.36,179708,14272,193981,336520,142539,59852,"Hombre"
"1147",1147,"2023.JJA","Los Ríos",33.29,53.29,58.16,8.37,179431,16392,195824,336722,140898,59732,"Hombre"
"1148",1148,"2020.JJA","Arica y Parinacota",28.41,45.28,50.05,9.52,90424,9514,99937,199694,99757,25687,"Hombre"
"1149",1149,"2020.JAS","Arica y Parinacota",29.64,45.22,49.99,9.55,90430,9546,99975,199972,99997,26799,"Hombre"
"1150",1150,"2020.ASO","Arica y Parinacota",32.1,47.66,50.97,6.49,95436,6627,102064,200239,98175,30633,"Hombre"
"1151",1151,"2020.SON","Arica y Parinacota",32.69,48.88,52.13,6.23,98007,6510,104516,200501,95985,32037,"Hombre"
"1152",1152,"2020.OND","Arica y Parinacota",33.78,49.77,53.08,6.24,99918,6648,106566,200773,94207,33753,"Hombre"
"1153",1153,"2020.NDE","Arica y Parinacota",32.17,50.34,54.11,6.96,101210,7576,108785,201041,92256,32563,"Hombre"
